Release date,Product Family,Product,Platform,Impact,Max Severity,Article,Article,Download,Download,Details,Details,Base Score
"Dec 13, 2016",Browser,Internet Explorer 11,Windows 10 Version 1703 for x64-based Systems,Remote Code Execution,Important,4338826,https://support.microsoft.com/help/4338826,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4338826,CVE-2016-7279,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7279,7.5
"Dec 13, 2016",Browser,Internet Explorer 11,Windows 10 Version 1703 for 32-bit Systems,Remote Code Execution,Important,4338826,https://support.microsoft.com/help/4338826,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4338826,CVE-2016-7279,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7279,7.5
"Dec 13, 2016",Windows,Microsoft Windows Hyperlink Object Library,Windows Server 2008 for x64-based Systems Service Pack 2,Security Feature Bypass,Important,3208481,https://support.microsoft.com/en-us/kb/3208481,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3208481,CVE-2016-7281,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7281
"Dec 13, 2016",Windows,Microsoft Windows Hyperlink Object Library,Windows Server 2008 for 32-bit Systems Service Pack 2,Security Feature Bypass,Important,3208481,https://support.microsoft.com/en-us/kb/3208481,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3208481,CVE-2016-7281,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7281
"Dec 13, 2016",Windows,Microsoft Windows Hyperlink Object Library,Windows Vista x64 Edition Service Pack 2,Security Feature Bypass,Important,3208481,https://support.microsoft.com/en-us/kb/3208481,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3208481,CVE-2016-7281,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7281
"Dec 13, 2016",Windows,Microsoft Windows Hyperlink Object Library,Windows Vista Service Pack 2,Security Feature Bypass,Important,3208481,https://support.microsoft.com/en-us/kb/3208481,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3208481,CVE-2016-7281,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7281
"Dec 13, 2016",Browser,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1607 for x64-based Systems,Remote Code Execution,Important,3206632,https://support.microsoft.com/en-us/kb/3206632,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3206632,CVE-2016-7286,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7286,4.2
"Dec 13, 2016",Browser,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1607 for 32-bit Systems,Remote Code Execution,Important,3206632,http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3206632,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3206632,CVE-2016-7286,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7286,4.2
"Dec 13, 2016",ESU,Internet Explorer 9,Windows Server 2008 for x64-based Systems Service Pack 2,Information Disclosure,Low,3203621,https://support.microsoft.com/en-us/kb/3203621,IE Cumulative,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3203621,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278,2.4
"Dec 13, 2016",ESU,Internet Explorer 9,Windows Server 2008 for 32-bit Systems Service Pack 2,Information Disclosure,Low,3203621,https://support.microsoft.com/en-us/kb/3203621,IE Cumulative,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3203621,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278,2.4
"Dec 13, 2016",ESU,Internet Explorer 9,Windows Vista Service Pack 2,Information Disclosure,Important,3203621,https://support.microsoft.com/en-us/kb/3203621,IE Cumulative,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3203621,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278,4.3
"Dec 13, 2016",ESU,Internet Explorer 9,Windows Vista x64 Edition Service Pack 2,Information Disclosure,Important,3203621,https://support.microsoft.com/en-us/kb/3203621,IE Cumulative,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3203621,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278,4.3
"Dec 13, 2016",Browser,Internet Explorer 11,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Information Disclosure,Low,3207752,https://support.microsoft.com/en-us/kb/3207752,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3207752,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278,2.4
"Dec 13, 2016",Browser,Internet Explorer 11,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Information Disclosure,Low,3205394,http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3205394,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3205394,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278,2.4
"Dec 13, 2016",Browser,Internet Explorer 11,Windows 7 for x64-based Systems Service Pack 1,Information Disclosure,Important,3207752,https://support.microsoft.com/en-us/kb/3207752,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3207752,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278,4.3
"Dec 13, 2016",Browser,Internet Explorer 11,Windows 7 for x64-based Systems Service Pack 1,Information Disclosure,Important,3205394,http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3205394,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3205394,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278,4.3
"Dec 13, 2016",Browser,Internet Explorer 11,Windows 7 for 32-bit Systems Service Pack 1,Information Disclosure,Important,3207752,https://support.microsoft.com/en-us/kb/3207752,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3207752,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278,4.3
"Dec 13, 2016",Browser,Internet Explorer 11,Windows 7 for 32-bit Systems Service Pack 1,Information Disclosure,Important,3205394,http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3205394,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3205394,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278,4.3
"Dec 13, 2016",Browser,Internet Explorer 11,Windows RT 8.1,Information Disclosure,Important,3205401,https://support.microsoft.com/en-us/kb/3205401,Monthly Rollup,,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278,4.3
"Dec 13, 2016",Browser,Internet Explorer 11,Windows Server 2012 R2,Information Disclosure,Low,3205401,https://support.microsoft.com/en-us/kb/3205401,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3205401,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278,2.4
"Dec 13, 2016",Browser,Internet Explorer 11,Windows Server 2012 R2,Information Disclosure,Low,3205400,http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3205400,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3205400,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278,2.4
"Dec 13, 2016",Browser,Internet Explorer 11,Windows 8.1 for x64-based systems,Information Disclosure,Important,3205401,https://support.microsoft.com/en-us/kb/3205401,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3205401,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278,4.3
"Dec 13, 2016",Browser,Internet Explorer 11,Windows 8.1 for x64-based systems,Information Disclosure,Important,3205400,http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3205400,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3205400,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278,4.3
"Dec 13, 2016",Browser,Internet Explorer 11,Windows 8.1 for 32-bit systems,Information Disclosure,Important,3205401,https://support.microsoft.com/en-us/kb/3205401,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3205401,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278,4.3
"Dec 13, 2016",Browser,Internet Explorer 11,Windows 8.1 for 32-bit systems,Information Disclosure,Important,3205400,http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3205400,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3205400,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278,4.3
"Dec 13, 2016",Browser,Internet Explorer 10,Windows Server 2012,Information Disclosure,Low,3205409,https://support.microsoft.com/en-us/kb/3205409,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3205409,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278,2.4
"Dec 13, 2016",Browser,Internet Explorer 10,Windows Server 2012,Information Disclosure,Low,3205408,http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3205408,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3205408,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278,2.4
"Dec 13, 2016",Browser,Microsoft Edge (EdgeHTML-based),Windows Server 2016,Information Disclosure,Moderate,3206632,https://support.microsoft.com/en-us/kb/3206632,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3206632,CVE-2016-7288,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7288,4.2
"Dec 13, 2016",Browser,Microsoft Edge (EdgeHTML-based),Windows Server 2016,Remote Code Execution,Moderate,3206632,https://support.microsoft.com/en-us/kb/3206632,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3206632,CVE-2016-7296,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7296,4.2
"Dec 13, 2016",Other,Adobe Flash Player,Windows Server 2016,Remote Code Execution,Critical,3209498,https://support.microsoft.com/kb/3209498,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3209498,ADV160010,https://msrc.microsoft.com/update-guide/vulnerability/ADV160010
"Dec 13, 2016",Other,Adobe Flash Player,Windows 10 Version 1607 for x64-based Systems,Remote Code Execution,Critical,3209498,https://support.microsoft.com/kb/3209498,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3209498,ADV160010,https://msrc.microsoft.com/update-guide/vulnerability/ADV160010
"Dec 13, 2016",Other,Adobe Flash Player,Windows 10 Version 1607 for 32-bit Systems,Remote Code Execution,Critical,3209498,https://support.microsoft.com/kb/3209498,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3209498,ADV160010,https://msrc.microsoft.com/update-guide/vulnerability/ADV160010
"Dec 13, 2016",Other,Adobe Flash Player,Windows 10 Version 1511 for x64-based Systems,Remote Code Execution,Critical,3209498,https://support.microsoft.com/kb/3209498,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3209498,ADV160010,https://msrc.microsoft.com/update-guide/vulnerability/ADV160010
"Dec 13, 2016",Other,Adobe Flash Player,Windows 10 Version 1511 for 32-bit Systems,Remote Code Execution,Critical,3209498,https://support.microsoft.com/kb/3209498,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3209498,ADV160010,https://msrc.microsoft.com/update-guide/vulnerability/ADV160010
"Dec 13, 2016",Other,Adobe Flash Player,Windows 10 for x64-based Systems,Remote Code Execution,Critical,3209498,https://support.microsoft.com/kb/3209498,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3209498,ADV160010,https://msrc.microsoft.com/update-guide/vulnerability/ADV160010
"Dec 13, 2016",Other,Adobe Flash Player,Windows 10 for 32-bit Systems,Remote Code Execution,Critical,3209498,https://support.microsoft.com/kb/3209498,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3209498,ADV160010,https://msrc.microsoft.com/update-guide/vulnerability/ADV160010
"Dec 13, 2016",Other,Adobe Flash Player,Windows RT 8.1,Remote Code Execution,Critical,3209498,https://support.microsoft.com/kb/3209498,Security Update,,ADV160010,https://msrc.microsoft.com/update-guide/vulnerability/ADV160010
"Dec 13, 2016",Other,Adobe Flash Player,Windows Server 2012 R2,Remote Code Execution,Moderate,3209498,https://support.microsoft.com/kb/3209498,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3209498,ADV160010,https://msrc.microsoft.com/update-guide/vulnerability/ADV160010
"Dec 13, 2016",Other,Adobe Flash Player,Windows Server 2012,Remote Code Execution,Moderate,3209498,https://support.microsoft.com/kb/3209498,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3209498,ADV160010,https://msrc.microsoft.com/update-guide/vulnerability/ADV160010
"Dec 13, 2016",Other,Adobe Flash Player,Windows 8.1 for x64-based systems,Remote Code Execution,Critical,3209498,https://support.microsoft.com/kb/3209498,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3209498,ADV160010,https://msrc.microsoft.com/update-guide/vulnerability/ADV160010
"Dec 13, 2016",Other,Adobe Flash Player,Windows 8.1 for 32-bit systems,Remote Code Execution,Critical,3209498,https://support.microsoft.com/kb/3209498,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3209498,ADV160010,https://msrc.microsoft.com/update-guide/vulnerability/ADV160010
"Dec 13, 2016",Windows,Microsoft Windows Hyperlink Object Library,Windows Server 2008 for x64-based Systems Service Pack 2,Remote Code Execution,Moderate,3208481,https://support.microsoft.com/en-us/kb/3208481,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3208481,CVE-2016-7283,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7283
"Dec 13, 2016",Windows,Microsoft Windows Hyperlink Object Library,Windows Server 2008 for 32-bit Systems Service Pack 2,Remote Code Execution,Moderate,3208481,https://support.microsoft.com/en-us/kb/3208481,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3208481,CVE-2016-7283,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7283
"Dec 13, 2016",Windows,Microsoft Windows Hyperlink Object Library,Windows Vista x64 Edition Service Pack 2,Remote Code Execution,Critical,3208481,https://support.microsoft.com/en-us/kb/3208481,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3208481,CVE-2016-7283,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7283
"Dec 13, 2016",Windows,Microsoft Windows Hyperlink Object Library,Windows Vista Service Pack 2,Remote Code Execution,Critical,3208481,https://support.microsoft.com/en-us/kb/3208481,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3208481,CVE-2016-7283,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7283
"Dec 13, 2016",Windows,Microsoft Windows Hyperlink Object Library,Windows Server 2008 for x64-based Systems Service Pack 2,Information Disclosure,Low,3208481,https://support.microsoft.com/en-us/kb/3208481,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3208481,CVE-2016-7282,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7282
"Dec 13, 2016",Windows,Microsoft Windows Hyperlink Object Library,Windows Server 2008 for 32-bit Systems Service Pack 2,Information Disclosure,Low,3208481,https://support.microsoft.com/en-us/kb/3208481,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3208481,CVE-2016-7282,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7282
"Dec 13, 2016",Windows,Microsoft Windows Hyperlink Object Library,Windows Vista x64 Edition Service Pack 2,Information Disclosure,Important,3208481,https://support.microsoft.com/en-us/kb/3208481,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3208481,CVE-2016-7282,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7282
"Dec 13, 2016",Windows,Microsoft Windows Hyperlink Object Library,Windows Vista Service Pack 2,Information Disclosure,Important,3208481,https://support.microsoft.com/en-us/kb/3208481,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3208481,CVE-2016-7282,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7282
"Dec 13, 2016",Windows,Microsoft Windows Hyperlink Object Library,Windows Server 2008 for x64-based Systems Service Pack 2,Remote Code Execution,Low,3208481,https://support.microsoft.com/en-us/kb/3208481,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3208481,CVE-2016-7279,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7279
"Dec 13, 2016",Windows,Microsoft Windows Hyperlink Object Library,Windows Server 2008 for 32-bit Systems Service Pack 2,Remote Code Execution,Low,3208481,https://support.microsoft.com/en-us/kb/3208481,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3208481,CVE-2016-7279,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7279
"Dec 13, 2016",Windows,Microsoft Windows Hyperlink Object Library,Windows Vista x64 Edition Service Pack 2,Remote Code Execution,Important,3208481,https://support.microsoft.com/en-us/kb/3208481,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3208481,CVE-2016-7279,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7279
"Dec 13, 2016",Windows,Microsoft Windows Hyperlink Object Library,Windows Vista Service Pack 2,Remote Code Execution,Important,3208481,https://support.microsoft.com/en-us/kb/3208481,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3208481,CVE-2016-7279,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7279
"Dec 13, 2016",Windows,Microsoft Windows Hyperlink Object Library,Windows Server 2008 for x64-based Systems Service Pack 2,Information Disclosure,Low,3208481,https://support.microsoft.com/en-us/kb/3208481,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3208481,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278
"Dec 13, 2016",Windows,Microsoft Windows Hyperlink Object Library,Windows Server 2008 for 32-bit Systems Service Pack 2,Information Disclosure,Low,3208481,https://support.microsoft.com/en-us/kb/3208481,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3208481,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278
"Dec 13, 2016",Windows,Microsoft Windows Hyperlink Object Library,Windows Vista x64 Edition Service Pack 2,Information Disclosure,Important,3208481,https://support.microsoft.com/en-us/kb/3208481,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3208481,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278
"Dec 13, 2016",Windows,Microsoft Windows Hyperlink Object Library,Windows Vista Service Pack 2,Information Disclosure,Important,3208481,https://support.microsoft.com/en-us/kb/3208481,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3208481,CVE-2016-7278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7278
"Dec 13, 2016",Microsoft Office,Excel Services,Microsoft Sharepoint Server 2010 Service Pack 2 Bad,Information Disclosure,Important,3128029,https://support.microsoft.com/kb/3128029,Security Update,https://www.microsoft.com/downloads/details.aspx?familyid=eb8f3d4b-a07d-42ab-b3de-a4122a8de304,CVE-2016-7265,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7265
"Dec 13, 2016",Microsoft Office,Excel Services,Microsoft SharePoint Server 2007 Service Pack 3 (64-bit editions),Information Disclosure,Important,3127892,https://support.microsoft.com/kb/3127892,Security Update,https://www.microsoft.com/downloads/details.aspx?familyid=bdd1257f-53da-4806-ac91-d90fd5053e4d,CVE-2016-7265,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7265
"Dec 13, 2016",Microsoft Office,Excel Services,Microsoft SharePoint Server 2007 Service Pack 3 (32-bit editions),Information Disclosure,Important,3127892,https://support.microsoft.com/kb/3127892,Security Update,https://www.microsoft.com/downloads/details.aspx?familyid=57d538af-d09b-438a-9f7f-d0dd24163c1a,CVE-2016-7265,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7265
"Dec 13, 2016",Browser,Internet Explorer 11,Windows Server 2016,Remote Code Execution,Critical,3206632,https://support.microsoft.com/en-us/kb/3206632,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3206632,CVE-2016-7287,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7287,6.4
"Dec 13, 2016",Browser,Internet Explorer 11,Windows Server 2016,Remote Code Execution,Critical,3206632,https://support.microsoft.com/en-us/kb/3206632,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3206632,CVE-2016-7283,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7283,6.4
"Dec 13, 2016",Browser,Internet Explorer 11,Windows Server 2016,Information Disclosure,Important,3206632,https://support.microsoft.com/en-us/kb/3206632,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3206632,CVE-2016-7282,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7282,2.4
"Dec 13, 2016",Browser,Internet Explorer 11,Windows Server 2016,Security Feature Bypass,Important,3206632,https://support.microsoft.com/en-us/kb/3206632,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3206632,CVE-2016-7281,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7281,2.4
"Dec 13, 2016",Browser,Internet Explorer 11,Windows Server 2016,Remote Code Execution,Low,3206632,https://support.microsoft.com/en-us/kb/3206632,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3206632,CVE-2016-7279,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7279,6.4
"Dec 13, 2016",Developer Tools,Microsoft .NET Framework 4.6.2,Windows Server 2016  (Server Core installation),Information Disclosure,Important,3206632,https://support.microsoft.com/en-us/kb/3206632,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3206632,CVE-2016-7270,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7270
"Dec 13, 2016",Developer Tools,Microsoft .NET Framework 4.6.2,Windows Server 2016,Information Disclosure,Important,3206632,https://support.microsoft.com/en-us/kb/3206632,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3206632,CVE-2016-7270,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7270
"Dec 13, 2016",Developer Tools,Microsoft .NET Framework 4.6.2,Windows 10 Version 1607 for x64-based Systems,Information Disclosure,Important,3206632,https://support.microsoft.com/en-us/kb/3206632,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3206632,CVE-2016-7270,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7270
"Dec 13, 2016",Developer Tools,Microsoft .NET Framework 4.6.2,Windows 10 Version 1607 for 32-bit Systems,Information Disclosure,Important,3206632,http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3206632,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3206632,CVE-2016-7270,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7270
"Dec 13, 2016",Developer Tools,Microsoft .NET Framework 4.6.2,Windows 8.1 for 32-bit systems,Information Disclosure,Important,3204802,https://support.microsoft.com/en-us/kb/3204802,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3205410,CVE-2016-7270,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7270
"Dec 13, 2016",Developer Tools,Microsoft .NET Framework 4.6.2,Windows 7 for x64-based Systems Service Pack 1,Information Disclosure,Important,3204805,https://support.microsoft.com/en-us/kb/3204805,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB3205406,CVE-2016-7270,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2016-7270
